ID	GENERO	RENTA	EDAD	NIV_EDUC	E_CIVIL	COD_OFI	COD_COM	CIUDAD	Crédito_1	Crédito_2	Crédito_3	Crédito_4	Monto solicitado	Días de Mora	Monto Deuda Promedio	Número de meses inactivo	numero de cuotas	Aval	PAGA
1066	M       	1000000	44	MED     	CAS     	91	279	PANGUIPULLI     	0	325843	0	2000000	132	0	2042	1	47	NO	NO PAGA
1067	M       	6940000	41	MED     	CAS     	103	93	SANTIAGO        	638600	408134	0	234456	957	0	244	2	12	NO	PAGA
1068	M       	577000	50	MED     	VIU     	122	99	SANTIAGO        	0	290060	0	0	959	0	0	1	14	NO	NO PAGA
1069	F       	5730000	29	TEC     	SOL     	118	111	SANTIAGO        	0	600000	0	0	802	0	0	1	10	NO	NO PAGA
1070	F       	540000	43	BAS     	CAS     	23	164	CURICO          	0	0	0	0	0	0	0	0	22	NO	NO PAGA
1071	F       	4730000	32	TEC     	CAS     	52	88	SANTIAGO        	0	750000	0	15614	1085	0	29	1	28	NO	NO PAGA
1072	F       	5270000	29	TEC     	VIU     	90	85	SANTIAGO        	0	0	4026933	0	0	0	4647	0	54	NO	NO PAGA
1073	M       	63900	40	MED     	CAS     	55	90	SANTIAGO        	0	25047	0	300402	2631	0	0	3	14	NO	PAGA
1074	F       	6000000	29	TEC     	SOL     	13	16	ANTOFAGASTA     	0	1113634	0	0	7	0	0	1	9	NO	NO PAGA
1075	F       	614000	54	TEC     	CAS     	27	226	CONCEPCION      	0	12324	0	452225	481	0	56	1	20	NO	PAGA
1076	M       	500000	55	TEC     	CAS     	28	118	SANTIAGO        	0	479508	0	12036	421	0	0	1	16	SI	PAGA
1077	M       	1500000	53	TEC     	SOL     	90	80	SANTIAGO        	0	600000	5001190	0	391	10	91	2	69	NO	NO PAGA
1078	M       	1560000	46	UNV     	CAS     	138	1	ARICA           	3059772	382440	0	370308	3278	27	17768	2	60	NO	PAGA
1079	F       	1700000	37	MED     	CAS     	71	326	PUNTA ARENAS    	0	975318	0	4000000	1425	47	10459	2	80	NO	NO PAGA
1080	M       	1445000	49	TEC     		121	87	SANTIAGO        	1772374	499649		0	2074	90	20	2	50	NO	NO PAGA
1081	M       	800000	50	UNV     	CAS     	138	1	ARICA           	0	750000	0	727188	667	0	1581	2	33	SI	PAGA
1082	M       	1200000	55	TEC     	CAS     	16	90	SANTIAGO        	0	0	0	1527726	385	0	1724	1	57	NO	PAGA
1083	M       	1500000	57	UNV     	SOL     	107	86	SANTIAGO        	0	1832457	0	1273183	4408	4	8331	1	31	NO	NO PAGA
1084	M       	1252000	48	MED     	SEP     	117	88	SANTIAGO        	0	588394	0	0	5769	0	156	2	5	SI	PAGA
1085	F       	580000	48	UNV     	CAS     	79	89	SANTIAGO        	565133	198916	0	0	993	0	0	1	14	NO	PAGA
1086	F       	8790000	32	TEC     	VIU     	84	80	SANTIAGO        	0	1000000	0	250000	301	0	432	1	29	NO	NO PAGA
1087	M       	90000	47	UNV     	CAS     	52	105	SANTIAGO        	0	387888	0	0	99	0	0	2	50	NO	PAGA
1088	M       	6000000	42	MED     	CAS     	93	103	SANTIAGO        	0	399819	0	85114	1228	0	278	2	12	NO	PAGA
1089	M       	500000	32	TEC     	SOL     	90	89	SANTIAGO        	1281071	0	0	0	1533	41	279	1	5	NO	NO PAGA
1090	F       	7200000	38	MED     	VIU     	53	91	SANTIAGO        	0	1300000	0	0	631	3	0	1	40	NO	NO PAGA
1091	M       	45000	46	UNV     	CAS     	55	90	SANTIAGO        	0	0	0	423654	1977	36	1553	1	80	NO	PAGA
1092	F       	943000	37	UNV     	CAS     	83	115	SANTIAGO        	0	-7005	0	0	151	0	968	2	46	SI	NO PAGA
1093	M       	750000	47	UNV     	CAS     	61	90	SANTIAGO        	1298347	0	0	670028	1389	0	481	2	24	NO	PAGA
1094	F       	533000	32	MED     	CAS     	94	301	ANCUD           	0	129859	0	300000	115	0	307	1	21	NO	NO PAGA
1095	F       	51600	56	MED     	SOL     	10	5	IQUIQUE         	3977682	784952	0	248302	5115	0	29985	1	80	SI	NO PAGA
1096	F       	596000	61	MED     	CAS     	55	91	SANTIAGO        	1282206	79037	0	0	1880	1	0	3	6	NO	NO PAGA
1097	M       	869000	47	UNV     	SOL     	128	88	SANTIAGO        	0	942081	0	0	0	57	16512	1	35	NO	PAGA
1098	M       	700000	33	UNV     	CAS     	48	89	SANTIAGO        	0	686288	0	0	1	0	0	1	22	NO	NO PAGA
1099	F       	1000000	56	MED     	CAS     	12	13	CALAMA          	0	650000	0	558636	1850	0	3245	1	32	SI	NO PAGA
1100	F       	2349000	53	TEC     	CAS     	84	85	SANTIAGO        	0	0	0	0	744	39	436	1	80	NO	NO PAGA
1101	M       	650000	47	UNV     	CAS     	138	1	ARICA           	0	98746	0	30103	383	0	248	1	23	NO	PAGA
1102	F       	8400000	39	TEC     	SOL     	45	115	SANTIAGO        	3658272	213337	0	2999999	4606	5	27061	3	29	NO	NO PAGA
1103	M       	5104000	49	MED     	CAS     	138	1	ARICA           	0	0	0	1500000	3840	0	154087	1	80	NO	PAGA
1104	M       	5000000	40	UNV     	CAS     	55	90	SANTIAGO        	0	325814	0	250000	320	0	255	1	17	NO	PAGA
1105	M       	3500000	35	TEC     	SOL     	10	5	IQUIQUE         	0	-71168	11352575	1000000	13291	0	90585	2	78	NO	NO PAGA
1106	F       	800000	48	TEC     	CAS     	138	1	ARICA           	1680895	89899	0	614591	3408	0	489	1	6	NO	PAGA
1107	M       	9800000	41	UNV     	CAS     	55	90	SANTIAGO        	631274	602672	0	296151	2339	18	0	2	17	NO	PAGA
1108	M       	70000	40	UNV     	CAS     	55	90	SANTIAGO        	1333106	461680	0	995278	2406	36	1016	2	40	NO	PAGA
1109	M       	74400	48	UNV     	CAS     	55	90	SANTIAGO        	0	398810	0	300000	2720	0	13283	1	24	NO	PAGA
1110	F       	455000	29	TEC     	CAS     	117	86	SANTIAGO        	0	995233	0	0	5	0	0	1	9	NO	NO PAGA
1111	F       	70000	51	TEC     	SOL     	63	300	CASTRO          	0	1729149	0	800000	0	0	817	0	80	SI	NO PAGA
1112	M       	447000	52	UNV     	CAS     	27	226	CONCEPCION      	0	409580	0	0	87	0	0	1	14	NO	PAGA
1113	F       	576000	55	TEC     	SEP     	132	99	SANTIAGO        	0	300000	0	839468	13	0	3677	1	21	SI	NO PAGA
1114	F       	50000	41	TEC     	SOL     	83	93	SANTIAGO        	0	0	0	0	927	0	0	1	9	SI	NO PAGA
1115	F       	6500000	37	TEC     	VIU     	64	314	COYHAIQUE       	351429	186352	0	479301	3116	2	510	3	7	SI	NO PAGA
1116	F       	730000	40	MED     	CAS     	69	53	SAN FELIPE      	0	391829	0	60716	282	0	160	1	26	NO	NO PAGA
1117	M       	3000000	46	TEC     	CAS     	93	88	SANTIAGO        	0	6923740	0	0	0	38	0	0	80	NO	NO PAGA
1118	F       	50000	48	TEC     	SOL     	90	88	SANTIAGO        	0	305248	0	676382	311	0	654	1	18	SI	NO PAGA
1119	M       	1100000	45	MED     	CAS     	31	119	SANTIAGO        	0	500000	0	9300	9	10	59	1	50	NO	PAGA
1120	F       	980000	46	UNV     	CAS     	31	119	SANTIAGO        	0	489879	0	0	279	3	0	1	45	NO	PAGA
1121	M       	750000	49	UNV     	SOL     	138	1	ARICA           	0	426436	0	719429	2284	0	1336	2	15	NO	PAGA
1122	M       	1900000	47	UNV     	CAS     	138	1	ARICA           	1719778	49221	0	2000000	2797	30	2478	1	80	NO	PAGA
1123	F       	1000000	39	TEC     	SOL     	90	92	SANTIAGO        	0	0	0	0	4307	16	31378	1	7	NO	NO PAGA
1124	F       	450000	54	MED     	CAS     	90	105	SANTIAGO        	0	550000	0	0	0	25	306	1	13	NO	PAGA
1125	M       	9200000	44	UNV     	CAS     	55	90	SANTIAGO        	0	244432	0	932672	1294	0	1695	2	32	NO	PAGA
1126	F       	6000000	39	MED     	SOL     	141	31	COQUIMBO        	0	300000	0	0	0	6	971	0	20	NO	NO PAGA
1127	M       	6330000	41	UNV     	CAS     	55	90	SANTIAGO        	0	350000	1345344	500615	5	0	2449	1	39	NO	PAGA
1128	M       	1460000	44	UNV     	SEP     	31	119	SANTIAGO        	2856734	436126	0	0	3191	0	0	1	41	SI	PAGA
1129	M       	1000000	41	        	CAS     	144	93	SANTIAGO        	0	0	0	0	0	0	2	0	50	NO	NO PAGA
1130	F       	449000	36	MED     	CAS     	16	93	SANTIAGO        	0	249982	0	0	0	0	101	0	16	NO	NO PAGA
1131	F       	70000	38	MED     	SOL     	108	5	IQUIQUE         	0	283269	0	0	481	0	0	1	40	SI	NO PAGA
1132	M       	1000000	41	UNV     	CAS     	94	301	ANCUD           	0	2123947	0	0	192	0	1	1	29	NO	NO PAGA
1133	M       	700000	40	TEC     	CAS     	98	127	TALAGANTE       	248892	300000	0	300000	319	0	306	1	23	SI	NO PAGA
1134	M       	1600000	40	UNV     	CAS     	59	85	SANTIAGO        	0	1039141	0	487428	544	0	323	1	80	NO	PAGA
1135	M       	623000	41	MED     	CAS     	37	93	SANTIAGO        	1799121	153716	1907325	0	175	0	2162	1	6	NO	NO PAGA
1136	F       		49	MED     	SEP     	90	105	SANTIAGO        	0	8677	1069751	400000	1665	0	12025	2	10	NO	PAGA
1137	M       	640000	35	UNV     	CAS     	90	67	VINA DEL MAR    	0	1171215	0	0	517	0	40	1	14	NO	NO PAGA
1138	M       	1171000	48	UNV     	SEP     	138	1	ARICA           	0	679475	0	0	953	0	19476	2	50	NO	PAGA
1139	M       	7700000	43	UNV     	CAS     	55	90	SANTIAGO        	0	109065	0	0	0	36	4	1	72	NO	PAGA
1140	M       	489000	38	MED     	CAS     	52	99	SANTIAGO        	0	0	0	0	0	0	4	0	20	NO	NO PAGA
1141	F       	69900	50	TEC     	SOL     	116	131	RANCAGUA        	0	691474	0	0	1	0	0	1	44	SI	NO PAGA
1142	M       	75000	40	UNV     	CAS     	35	84	SANTIAGO        	0	570775	1753310	0	599	24	9	2	37	NO	PAGA
1143	M       	2434000	51	TEC     	CAS     	90	89	SANTIAGO        	0	1250000	0	2292830	2001	39	1043	1	80	NO	PAGA
1144	F       	8280000	34	TEC     	VIU     	24	87	SANTIAGO        	0	359051	0	1861674	37	0	2541	1	72	NO	NO PAGA
1145		750000	33	MED     	SOL     	124	253	TEMUCO          	0	500000	0	850000	1631	0	3603	1	22	NO	NO PAGA
1146	M       	1600000	39	UNV     	CAS     	151	226	CONCEPCION      	0	21994	1578568	600000	1474	0	8148	2	80	SI	NO PAGA
1147	M       	4500000	42	UNV     	CAS     	45	89	SANTIAGO        	0	308230	0	245861	0	0	195	1	17	NO	PAGA
1148	M       	70900	55	UNV     	CAS     	55	90	SANTIAGO        	0	771349	0	1000000	28	47	219	1	80	SI	PAGA
1149	M       	1460000	44	MED     	CAS     	138	1	ARICA           	2856734	436126	0	0	3191	0	0	1	41	SI	PAGA
1150	M       	1211000	36	MED     	CAS     	30	98	SANTIAGO        	0	858970	0	568510	0	0	13329	0	52	NO	NO PAGA
1151	M       	988000	47	TEC     	SOL     	138	1	ARICA           	1769672	500000	0	31558	0	0	7554	1	27	NO	PAGA
1152	F       	5000000	36	TEC     	VIU     	69	89	SANTIAGO        	1360735	297318	0	0	3465	0	0	1	15	NO	NO PAGA
1153	M       	70000	47	MED     	CAS     	55	90	SANTIAGO        	0	84794	0	1000000	7563	73	3982	2	30	NO	PAGA
1154	F       	668000	51	TEC     	CAS     	92	88	SANTIAGO        	0	373913	0	394183	450	0	20967	2	23	NO	PAGA
1155	F       	9460000	35	TEC     	VIU     	88	513	CON-CON         	0	0	0	0	0	31	77	0	45	NO	NO PAGA
1156	M       	74800	55	MED     	CAS     	125	90	SANTIAGO        	0	481226	0	789360	2898	0	974	1	37	NO	PAGA
1157	F       	7500000	40	TEC     	SOL     	45	87	SANTIAGO        	0	2500000	0	10807	0	82	9	0	80	NO	NO PAGA
1158	F       	7200000	30	TEC     	SOL     	85	88	SANTIAGO        	583317	261506	0	17828	898	0	31	1	16	NO	NO PAGA
1159	M       	994000	54	UNV     	SOL     	27	88	SANTIAGO        	0	648768	0	475222	2433	0	1564	3	26	NO	PAGA
1160	M       	1500000	45	MED     	CAS     	123	88	SANTIAGO        	0	508421	0	0	321	0	0	1	70	NO	PAGA
1161	F       	685000	49	UNV     	CAS     	69	85	SANTIAGO        	1357901	-133581	0	1107684	2091	0	741	1	7	NO	PAGA
1162	M       	69000	51	UNV     	CAS     	69	85	SANTIAGO        	9698927	2668902	0	732757	10732	0	2102	3	80	NO	PAGA
1163	M       	717000	47	UNV     	CAS     	138	1	ARICA           	0	329264	0	216051	1398	0	536	3	15	NO	PAGA
1164	F       	70000	55	MED     	SOL     	84	99	SANTIAGO        	0	131622	0	195894	114	0	200	1	19	SI	NO PAGA
1165	M       	544000	51	MED     	CAS     	108	105	SANTIAGO        	0	664380	0	113397	109	14	116	3	16	NO	PAGA
1166	F       	80000	57	TEC     	SOL     	34	16	ANTOFAGASTA     	0	116719	0	0	619	0	0	1	33	SI	NO PAGA
1167	M       	450000	29	UNV     	SOL     	118	95	SANTIAGO        	0	12392	0	350000	344	0	348	2	15	NO	PAGA
1168	F       	67400	47	MED     	SOL     	52	88	SANTIAGO        	0	2040000	0	0	0	0	0	0	47	SI	NO PAGA
1169	M       	800000	31	TEC     	SOL     	37	115	SANTIAGO        	0	200000	0	0	0	21	7	1	38	NO	PAGA
1170	F       	4997000	53	MED     	CAS     	85	88	SANTIAGO        	0	3405501	1252234	0	8671	40	1445	1	80	NO	NO PAGA
1171	F       	507000	30	MED     	SOL     	12	13	CALAMA          	0	293845	0	482739	6	0	0	1	18	NO	NO PAGA
1172	M       	50000	40	UNV     	SEP     	19	117	SANTIAGO        	0	272275	0	300000	227	0	0	1	20	NO	PAGA
1173	M       	2434000	46	UNV     	CAS     	90	89	SANTIAGO        	0	1250000	0	2292830	2001	39	1043	1	80	NO	PAGA
1174	F       	1860000	48	MED     	CAS     	52	86	SANTIAGO        	0	1018931	0	0	816	0	0	1	80	NO	NO PAGA
1175	M       	1306000	32	TEC     	SOL     	17	106	SANTIAGO        	0	24627	0	1000000	421	56	2585	1	62	NO	NO PAGA
1176	F       	507000	52	TEC     	CAS     	116	131	RANCAGUA        	363526	0	0	0	483	0	0	1	16	NO	NO PAGA
1177	F       	935000	46	TEC     	CAS     	142	93	SANTIAGO        	0	500000	0	0	759	15	0	1	40	NO	NO PAGA
1178	M       	4900000	44	UNV     	CAS     	53	93	SANTIAGO        	0	250000	0	0	0	0	8	1	42	NO	PAGA
1179	M       	8500000	42	UNV     	CAS     	55	90	SANTIAGO        	9497318	350000	0	66	10346	0	26476	1	17	SI	PAGA
1180	M       	4400000	44	MED     	CAS     	55	90	SANTIAGO        	947184	145971	0	0	2043	5	0	2	6	NO	PAGA
1181	M       	2349000	53	TEC     	CAS     	84	85	SANTIAGO        	0	0	0	0	744	39	436	2	80	NO	NO PAGA
1182	M       	492000	27	UNV     	SOL     	126	80	SANTIAGO        	0	250000	0	28445	134	0	0	1	18	SI	PAGA
1183	M       	500000	27	MED     	SOL     	31	119	SANTIAGO        	0	544505	0	92394	690	0	126	1	14	NO	PAGA
1184	M       	7600000	41	UNV     	CAS     	55	90	SANTIAGO        	627234	196792	0	120340	1841	9	3	3	11	NO	PAGA
1185	F       	1054000	27	UNV     	CAS     	100	88	SANTIAGO        	0	545917	0	0	54	0	0	1	48	NO	NO PAGA
1186	M       	438000	55	MED     	CAS     	27	226	CONCEPCION      	0	240225	0	0	16	13	59	1	16	NO	PAGA
1187	F       	600000	49	UNV     	CAS     	24	80	SANTIAGO        	0	277809	0	169736	171	0	0	1	22	NO	PAGA
1188	M       	70000	45	UNV     	SEP     	55	90	SANTIAGO        	0	1945210	0	0	68	0	0	1	80	NO	PAGA
1189	F       	440000	39	UNV     	CAS     	60	291	PUERTO MONTT    	0	600000	0	92424	517	0	0	2	12	NO	NO PAGA
1190	M       	9000000	44	UNV     	CAS     	55	91	SANTIAGO        	0	20484	0	100000	1000	0	102	2	9	NO	PAGA
1191	M       	487000	54	MED     	SOL     	27	226	CONCEPCION      	0	0	0	300000	0	6	306	1	20	NO	PAGA
1192	M       	867000	45	UNV     	CAS     	31	119	SANTIAGO        	0	5374	0	289003	283	0	659	1	41	NO	PAGA
1193	M       	7500000	42	MED     	CAS     	52	89	SANTIAGO        	0	642626	7937159	0	0	30	8310	1	60	NO	PAGA
1194	M       	1000000	27	UNV     	SOL     	13	16	ANTOFAGASTA     	0	2300000	0	0	81	0	0	1	27	NO	NO PAGA
1195	F       	6940000	31	TEC     	SOL     	29	93	SANTIAGO        	0	182061	0	128324	97	0	82	1	16	NO	NO PAGA
1196	F       	77300	46	TEC     	SOL     	72	22	COPIAPO         	0	0	0	296285	0	0	302	0	28	SI	NO PAGA
1197	F       	618000	29	UNV     	CAS     	107	87	SANTIAGO        	0	1219561	0	148603	267	0	0	1	13	NO	NO PAGA
1198	M       	460000	51	TEC     	CAS     	138	1	ARICA           	283327	0	0	0	319	0	0	1	16	NO	PAGA
1199	F       	850000	55	UNV     	CAS     	74	272	VALDIVIA        	0	650000	0	0	1679	0	0	2	26	NO	NO PAGA
1200	M       	1506000	41	        	CAS     	102	105	SANTIAGO        	0	224159	0	459637	389	2	610	1	72	SI	PAGA
1201	F       	76000	33	TEC     	SEP     	74	272	VALDIVIA        	0	400000	0	0	0	30	932	0	45	SI	NO PAGA
1202	F       	510000	45	UNV     	CAS     	31	119	SANTIAGO        	0	3864	0	0	297	0	0	1	18	NO	PAGA
1203	F       	982000	41	UNV     	CAS     	27	226	CONCEPCION      	0	399947	0	407773	243	0	19968	2	46	SI	PAGA
1204	F       	80000	50	TEC     	SOL     	56	138	RENGO           	0	545106	0	1737847	5	0	1927	1	80	SI	NO PAGA
1205	M       	476000	28	UNV     	CAS     	52	80	SANTIAGO        	0	250000	0	0	239	0	12	1	17	NO	PAGA
1206	F       	50000	58	TEC     	SOL     	90	88	SANTIAGO        	0	1250000	0	0	2084	0	20584	1	80	SI	NO PAGA
1207	M       	850000	49	UNV     	SOL     	18	89	SANTIAGO        	604663	0	0	0	890	18	3	3	34	NO	PAGA
1208	F       	1300000	55	MED     	SOL     	90	103	SANTIAGO        	0	500000	0	0	48	13	63	1	60	NO	NO PAGA
1209	M       	700000	42	UNV     	CAS     	92	82	SANTIAGO        	0	0	0	250000	98	0	5113	1	28	NO	PAGA
1210	F       	468000	24	TEC     	SOL     	39	80	SANTIAGO        	0	600000	0	0	88	0	0	1	13	SI	NO PAGA
1211	F       	680000	34	TEC     	SEP     	128	88	SANTIAGO        	0	138979	0	492813	362	0	81	2	24	NO	NO PAGA
1212	M       	750000	40	UNV     	SOL     	31	119	SANTIAGO        	0	219493	0	259104	1203	0	103	2	26	NO	PAGA
1213	F       	5000000	40	TEC     	VIU     	151	226	CONCEPCION      	0	438337	0	0	2815	0	0	3	10	SI	NO PAGA
1214	M       	5020000	41	MED     	CAS     	55	90	SANTIAGO        	0	30637	0	0	2608	0	0	1	30	NO	PAGA
1215	F       	770000	49	TEC     	CAS     	138	85	SANTIAGO        	0	-7255	0	801618	2058	0	702	3	18	NO	PAGA
1216	F       	1200000	41	UNV     	CAS     	130	90	SANTIAGO        	0	896146	0	161904	35	0	255	1	52	NO	NO PAGA
1217	M       	2594000	50	MED     	CAS     	19	88	SANTIAGO        	879786	3500000	0	1527968	2211	22	55649	3	80	NO	PAGA
1218	M       	1515000	48	UNV     	SOL     	138	1	ARICA           	0	700000	0	0	1	0	3	1	80	NO	PAGA
1219	M       	1000000	56	TEC     	CAS     	19	117	SANTIAGO        	0	2076401	0	0	439	14	0	1	30	NO	NO PAGA
1220	F       	2155000	47	MED     	CAS     	66	242	ANGOL           	0	-2266	0	2500000	9562	16	23389	1	34	NO	NO PAGA
1221	F       	7700000	39	TEC     	SOL     	104	90	SANTIAGO        	0	25555	0	944645	2470	0	4313	3	29	NO	NO PAGA
1222	M       	3340000	59	TEC     	SOL     	28	110	SANTIAGO        	0	0	0	0	7883	19	60	2	80	NO	NO PAGA
1223	M       	800000	38	TEC     	CAS     	14	22	COPIAPO         	0	0	0	690464	0	0	705	0	40	SI	NO PAGA
1224	M       	8040000	44	UNV     	CAS     	31	119	SANTIAGO        	0	320189	0	0	195	4	1805	1	17	NO	PAGA
1225	M       	800000	52	UNV     	CAS     	90	96	SANTIAGO        	0	989786	0	190	10	0	0	1	31	SI	PAGA
1226	M       	827000	38	TEC     	SOL     	17	105	SANTIAGO        	0	300000	0	0	1	8	0	1	39	NO	NO PAGA
1227	M       	1200000	36	UNV     	CAS     	90	89	SANTIAGO        	0	0	0	1000000	0	0	1018	0	60	NO	NO PAGA
1228	M       	700000	40	UNV     	CAS     	31	119	SANTIAGO        	0	163850	0	2311278	1240	0	3763	1	16	NO	PAGA
1229	F       	51100	61	TEC     	SOL     	90	86	SANTIAGO        	0	2668413	0	0	0	0	2986	0	80	SI	NO PAGA
1230	M       	900000	55	TEC     	CAS     	120	113	SANTIAGO        	0	971179	0	0	1283	54	17741	1	33	NO	PAGA
1231	F       	8400000	33	TEC     	VIU     	90	89	SANTIAGO        	0	387585	0	0	0	38	0	0	24	NO	NO PAGA
1232	M       	500000	44	MED     	CAS     	53	103	SANTIAGO        	0	499979	0	0	1023	12	524	1	10	NO	NO PAGA
1233	F       	7800000	34	TEC     	SOL     	67	193	CHILLAN         	1082329	202358	0	2985981	4910	0	30347	1	6	NO	NO PAGA
1234	M       	2038000	51	TEC     	CAS     	138	1	ARICA           	0	1041666	0	0	20	11	5737	2	80	NO	PAGA
1235	M       	7600000	42	UNV     	SEP     	90	88	SANTIAGO        	2245124	0	0	0	2993	0	2	2	28	NO	PAGA
1236	M       	5000000	43	UNV     	CAS     	138	88	SANTIAGO        	546682	390947	0	0	760	0	0	1	17	NO	PAGA
1237	M       	1400000	46	MED     	CAS     	138	1	ARICA           	0	0	18842526	0	1132	0	30337	2	59	NO	PAGA
1238	F       	570000	42	TEC     	SOL     	13	16	ANTOFAGASTA     	0	0	0	0	710	30	407	1	16	NO	NO PAGA
1239	M       	2131000	43	MED     	CAS     	82	85	SANTIAGO        	532534	142960	0	220237	626	0	88	1	80	SI	PAGA
1240	M       	486000	49	UNV     	CAS     	138	1	ARICA           	0	421169	0	250000	469	0	255	3	15	NO	PAGA
1241	F       	600000	49	TEC     	CAS     	25	88	SANTIAGO        	0	0	0	0	111	0	0	1	23	NO	NO PAGA
1242	F       	8000000	37	TEC     	VIU     	125	89	SANTIAGO        	0	793004	0	20399	271	7	394	1	22	NO	NO PAGA
1243	F       	1071000	55	MED     	CAS     	138	1	ARICA           	0	484002	0	167976	1201	0	171	3	42	NO	PAGA
1244	M       	873000	51	MED     	CAS     	90	86	SANTIAGO        	0	377597	0	0	80	4	0	2	40	NO	NO PAGA
1245	M       	75000	45	UNV     	CAS     	55	90	SANTIAGO        	0	241622	0	900000	8	0	8486	1	24	NO	PAGA
1246	M       	624000	32	UNV     	SOL     	17	88	SANTIAGO        	0	330643	0	0	223	23	2	2	22	NO	NO PAGA
1247	M       	1316000	37	UNV     	CAS     	82	115	SANTIAGO        	0	650000	0	0	732	0	0	1	59	NO	NO PAGA
1248	M       	55000	45	UNV     	CAS     	90	88	SANTIAGO        	0	607749	0	2335044	264	0	416	1	80	NO	PAGA
1249	M       	6640000	42	UNV     	CAS     	102	90	SANTIAGO        	0	800000	0	0	0	0	0	1	32	NO	PAGA
1250	F       	450000	47	MED     	CAS     	37	80	SANTIAGO        	0	300000	0	37173	0	0	38	1	15	NO	PAGA
1251	F       	500000	54	TEC     	CAS     	122	516	LLO-LLEO        	0	0	0	0	0	1	0	0	20	NO	NO PAGA
1252	F       	1942000	52	MED     	CAS     	43	70	QUILPUE         	0	1250000	0	0	4232	0	0	1	75	NO	NO PAGA
1253	M       	490000	49	UNV     	SOL     	90	90	SANTIAGO        	0	0	5423403	0	0	0	5722	1	20	NO	PAGA
1254	F       	800000	41	UNV     	SOL     	138	1	ARICA           	0	31933	0	1000000	865	0	1018	2	32	NO	PAGA
1255	F       	700000	48	MED     	SOL     	60	291	PUERTO MONTT    	0	300000	0	0	0	12	0	0	25	NO	NO PAGA
1256	F       	450000	30	TEC     	CAS     	27	226	CONCEPCION      	0	23957	0	323840	910	0	348	2	9	NO	PAGA
1257	M       	680000	29	MED     	SOL     	153	298	LLANQUIHUE      	0	1150000	0	235251	0	0	269	0	16	NO	NO PAGA
1258	F       	1400000	58	        	CAS     	45	93	SANTIAGO        	0	584836	0	0	458	0	0	1	65	SI	NO PAGA
1259	F       	5450000	52	MED     	CAS     	39	84	SANTIAGO        	0	650000	0	0	15	0	22804	1	80	NO	NO PAGA
1260	F       	8000000	39	TEC     	VIU     	31	119	SANTIAGO        	0	300000	0	300000	2399	0	307	1	27	NO	NO PAGA
1261	F       	4000000	40	MED     	SEP     	28	89	SANTIAGO        	0	2593467	0	0	217	22	0	1	80	NO	NO PAGA
1262	M       	1100000	40	        	CAS     	31	119	SANTIAGO        	1503159	23674	0	2500000	1937	0	2552	1	36	SI	PAGA
1263	M       	750000	55	TEC     	SOL     	27	226	CONCEPCION      	0	58908	1882639	479066	169	0	2337	1	36	NO	PAGA
1264	F       	72000	37	TEC     	SOL     	82	81	SANTIAGO        	0	0	0	382037	483	19	402	1	43	SI	NO PAGA
1265	M       	880000	48	UNV     	SEP     	138	1	ARICA           	1526989	25700	0	415691	2226	0	302	2	22	NO	PAGA
1266	M       	7000000	42	UNV     	CAS     	55	90	SANTIAGO        	0	368901	0	800000	753	3	1861	2	22	NO	PAGA
1267	M       	550000	36	UNV     	SOL     	12	13	CALAMA          	0	252234	0	644009	0	1	261	0	20	NO	NO PAGA
1268	M       	820000	54	TEC     	SOL     	52	93	SANTIAGO        	0	37518	0	700000	665	0	714	1	35	SI	PAGA
1269	M       	76300	55	UNV     	CAS     	31	91	SANTIAGO        	0	379980	0	1060	43	19	1	1	17	NO	PAGA
1270	M       	697000	35	TEC     	CAS     	90	100	SANTIAGO        	0	155979	0	63347	21	0	2	1	27	NO	NO PAGA
1271	M       	9940000	40	UNV     	CAS     	55	90	SANTIAGO        	431366	144569	0	438222	1368	0	509	3	30	NO	PAGA
1272	M       	9850000	43	UNV     	CAS     	131	80	SANTIAGO        	0	512719	0	400000	253	0	410	1	16	NO	PAGA
1273	M       	8000000	41	UNV     	CAS     	55	90	SANTIAGO        	0	1960372	0	736120	0	8	28845	1	8	NO	PAGA
1274	M       	480000	34	TEC     	CAS     	85	88	SANTIAGO        	0	190181	0	0	46	0	0	1	18	NO	NO PAGA
1275	F       	1300000	36	TEC     	CAS     	48	85	SANTIAGO        	0	750000	0	0	0	39	0	0	58	NO	NO PAGA
1276	M       	671000	42	TEC     	CAS     	90	98	SANTIAGO        	0	0	0	0	0	27	0	0	27	NO	NO PAGA
1277	M       	950000	35	TEC     	CAS     	90	105	SANTIAGO        	87440	1955363	0	472340	203	19	496	1	28	SI	NO PAGA
1278	F       	2487000	52	UNV     	CAS     	29	89	SANTIAGO        	0	99020	0	3610629	891	5	21559	3	80	SI	PAGA
1279	M       		55	UNV     	CAS     	27	226	CONCEPCION      	1604251	704306	0	179867	1962	0	0	1	37	SI	PAGA
1280	F       	65700	43	MED     	SEP     	122	92	SANTIAGO        	0	0	0	0	0	28	0	0	55	SI	NO PAGA
1281	M       	500000	47	UNV     	CAS     	138	1	ARICA           	0	250000	0	0	0	0	7	1	18	NO	PAGA
1282	F       	600000	27	MED     	CAS     	88	67	VINA DEL MAR    	0	98708	0	382281	271	0	389	1	22	NO	NO PAGA
1283	M       	1450000	37	UNV     	SOL     	14	22	COPIAPO         	1417578	1353610	0	0	1875	29	17	1	45	NO	NO PAGA
