GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,Crédito_1,Crédito_2,Crédito_3,Crédito_4,Monto solicitado,Días de Mora,Monto Deuda Promedio,Número de meses inactivo,numero de cuotas,Aval,PAGA
0,600000.0,47.0,1,1,31,119.0,1,0,260422,0.0,0,381.0,0,0,2,21,0,1
0,1000000.0,50.0,1,1,139,88.0,1,0,0,0.0,0,0.0,0,0,0,50,0,0
1,789000.0,47.0,4,1,138,1.0,2,1017913,278042,0.0,1000000,2723.0,0,1018,2,13,1,1
0,6000000.0,38.0,2,0,60,294.0,52,0,300000,0.0,23429,1074.0,0,1,1,8,0,0
1,8000000.0,44.0,4,1,55,90.0,1,0,238499,0.0,0,11.0,0,0,1,24,0,1
0,59700.0,45.0,2,0,37,93.0,1,0,350000,0.0,154079,1266.0,0,173,1,36,1,0
1,1828000.0,40.0,2,1,16,89.0,1,2811938,41620,0.0,779639,6623.0,19,2727,2,44,0,1
1,550000.0,40.0,1,1,47,291.0,3,0,1000000,0.0,0,274.0,0,406,2,12,0,0
0,50100.0,47.0,2,0,37,80.0,1,0,34965,356529.0,300000,1977.0,0,3580,1,7,1,0
0,800000.0,54.0,1,1,73,90.0,1,0,212070,0.0,194358,295.0,0,0,1,38,0,1
0,76000.0,48.0,2,0,13,16.0,9,0,5350000,0.0,0,61.0,45,0,1,67,1,0
1,2618000.0,47.0,1,1,73,86.0,1,0,1174850,0.0,0,496.0,0,0,1,80,0,0
0,7500000.0,32.0,2,0,20,314.0,53,0,0,0.0,0,1689.0,0,0,1,30,0,0
-1,750000.0,54.0,1,1,27,226.0,0,0,693036,0.0,0,0.0,0,46,1,31,0,1
1,494000.0,52.0,4,1,27,226.0,0,0,447361,0.0,0,157.0,3,0,1,16,0,1
0,500000.0,49.0,2,1,77,227.0,39,0,913419,0.0,0,480.0,0,576,1,11,0,0
1,3086000.0,45.0,4,1,31,119.0,1,0,1724891,0.0,1937307,450.0,27,11609,2,80,0,1
1,1300000.0,46.0,4,1,90,86.0,1,0,0,0.0,0,3464.0,0,18618,2,31,0,1
1,5470000.0,43.0,4,1,24,88.0,1,0,1038116,0.0,803746,166.0,35,1398,1,50,0,1
1,450000.0,45.0,4,1,31,119.0,1,422403,350000,0.0,0,1186.0,0,0,3,7,0,1
0,7400000.0,38.0,1,0,90,135.0,54,0,300000,1487058.0,2500000,1593.0,0,7014,1,35,1,0
0,6500000.0,30.0,2,3,84,85.0,1,0,455233,0.0,0,139.0,0,0,1,15,1,0
1,1368000.0,45.0,4,0,31,119.0,1,485498,1257884,0.0,130484,5903.0,0,28664,3,10,0,1
1,955000.0,39.0,1,1,68,213.0,24,0,40176,0.0,476240,2838.0,10,543,2,20,0,0
1,1813000.0,41.0,1,1,54,85.0,1,0,1033858,0.0,0,29.0,9,1,1,80,1,0
1,73000.0,55.0,1,1,55,90.0,1,1268478,350000,0.0,52548,1522.0,0,0,1,33,0,1
0,58000.0,57.0,1,0,90,86.0,1,0,2281702,0.0,3000000,530.0,0,1446,1,80,1,0
1,834000.0,55.0,4,1,19,115.0,1,0,600000,0.0,0,1080.0,3,0,1,31,0,1
1,4900000.0,44.0,4,1,55,90.0,1,0,232783,0.0,0,267.0,0,0,1,22,1,1
0,730000.0,40.0,1,1,69,53.0,34,0,391829,0.0,60716,282.0,0,160,1,26,0,0
0,5600000.0,33.0,2,1,84,119.0,1,0,171259,0.0,53403,8.0,0,170,1,54,0,0
0,76000.0,44.0,2,0,67,253.0,-1,0,722697,0.0,0,1.0,1,0,1,43,-1,0
1,500000.0,46.0,2,1,31,119.0,1,0,300000,0.0,548625,0.0,0,560,1,17,0,1
1,1405000.0,47.0,4,2,72,504.0,23,0,934219,0.0,0,0.0,42,0,0,61,0,0
0,7000000.0,32.0,2,0,90,89.0,1,0,3197701,0.0,0,21.0,30,0,1,80,0,0
0,5010000.0,34.0,2,0,80,88.0,1,0,383837,0.0,0,587.0,0,5,1,42,0,0
1,1900000.0,54.0,2,0,27,226.0,0,3600373,288164,0.0,0,8366.0,2,1523,3,31,0,1
1,1354000.0,38.0,1,1,12,13.0,33,0,1026302,0.0,0,142.0,23,0,1,58,0,0
0,9000000.0,36.0,2,0,71,326.0,29,0,1250350,0.0,100000,0.0,0,102,0,12,0,0
1,2279000.0,40.0,4,2,138,1.0,2,4373067,1000000,0.0,966131,6833.0,0,987,2,69,0,1
0,5110000.0,38.0,2,0,42,31.0,40,0,800000,0.0,56914,1435.0,0,0,1,31,0,0
1,500000.0,51.0,4,0,138,1.0,2,0,250000,0.0,250000,1148.0,0,5046,2,9,0,1
0,1386000.0,43.0,2,0,82,108.0,1,0,-7112,0.0,1000000,5845.0,23,2041,3,11,1,0
1,75000.0,54.0,1,1,146,88.0,1,0,803326,0.0,1230519,1410.0,0,1836,1,80,1,1
1,600000.0,44.0,4,1,10,5.0,14,0,600000,0.0,0,15.0,0,0,1,18,0,0
1,2046000.0,47.0,4,1,138,1.0,2,0,2000000,0.0,742961,0.0,33,0,1,80,0,1
1,1380000.0,53.0,4,1,90,93.0,1,0,500000,0.0,500000,186.0,17,447,2,64,0,1
1,7080000.0,41.0,4,1,138,86.0,1,0,1516027,0.0,337944,155.0,0,47598,1,30,0,1
0,44800.0,50.0,2,0,12,13.0,33,0,272414,0.0,700000,26.0,0,714,1,22,1,0
1,883000.0,45.0,1,1,122,80.0,1,0,783873,0.0,0,1469.0,25,6,1,30,0,1
1,5500000.0,41.0,4,1,55,90.0,1,0,262136,0.0,0,108.0,47,0,1,80,0,1
0,4350000.0,39.0,1,3,73,86.0,1,0,238051,0.0,0,6.0,0,0,1,16,0,0
1,1400000.0,37.0,2,0,124,253.0,17,599239,800000,0.0,0,770.0,25,3474,1,57,0,0
0,1200000.0,27.0,1,1,116,131.0,5,2208462,0,0.0,0,2312.0,0,0,1,37,0,0
0,80000.0,42.0,2,0,90,93.0,1,0,1250000,0.0,0,12.0,6,0,1,15,1,0
1,600000.0,30.0,2,1,100,70.0,36,0,0,0.0,202215,105.0,0,160,2,23,0,0
0,796000.0,48.0,2,0,138,1.0,2,0,507866,0.0,0,678.0,0,0,1,34,0,1
0,65000.0,41.0,2,0,88,67.0,7,0,2238000,0.0,0,74.0,0,0,1,80,0,0
1,6500000.0,43.0,4,1,107,82.0,1,2006872,820302,0.0,0,1030.0,0,0,1,13,1,1
0,784000.0,33.0,2,1,90,23.0,55,0,300000,0.0,0,14.0,0,13612,1,37,0,0
0,450000.0,54.0,2,0,138,1.0,2,304494,0,0.0,0,408.0,0,0,1,14,0,1
1,960000.0,46.0,4,1,23,90.0,1,0,500000,0.0,1242374,2383.0,0,1488,2,25,0,1
1,633000.0,26.0,4,1,27,226.0,0,0,890000,0.0,589326,1380.0,0,12,2,12,0,1
0,44800.0,42.0,2,0,30,91.0,1,0,0,0.0,0,1454.0,0,0,1,6,1,0
1,740000.0,28.0,4,0,13,80.0,1,0,519870,0.0,250000,404.0,0,857,1,25,0,1
1,2013000.0,33.0,2,0,27,226.0,0,0,256013,0.0,631637,11622.0,78,1758,3,5,0,0
0,455000.0,29.0,1,0,117,86.0,1,0,995233,0.0,0,5.0,0,0,1,9,0,0
0,66600.0,58.0,1,0,120,89.0,1,0,689202,0.0,0,10.0,0,0,1,80,1,0
1,6500000.0,42.0,4,1,55,90.0,1,0,300000,1871430.0,0,2036.0,0,6806,1,30,0,1
0,70200.0,39.0,2,0,63,300.0,4,2747699,250000,0.0,0,2896.0,0,0,1,10,1,0
0,580000.0,32.0,1,1,37,80.0,1,0,247766,0.0,0,242.0,12,0,1,21,0,0
1,878000.0,28.0,4,1,41,80.0,1,1823150,324472,0.0,800000,2326.0,0,1171,1,21,0,1
1,7000000.0,43.0,4,3,90,80.0,1,0,0,4965038.0,0,2.0,14,5382,1,26,0,1
1,1400000.0,37.0,2,1,79,131.0,5,987010,2000000,0.0,164296,1110.0,51,1693,1,41,0,0
0,1020000.0,39.0,4,1,32,116.0,1,1130505,347209,0.0,150000,1415.0,0,1,1,37,0,0
1,730000.0,45.0,4,1,31,119.0,1,0,300000,0.0,300000,0.0,0,1539,1,27,0,1
0,6590000.0,44.0,4,1,102,88.0,1,0,12788,0.0,300000,331.0,0,12843,1,25,1,1
1,5000000.0,44.0,4,1,31,80.0,1,1237218,0,0.0,0,1293.0,0,2,1,8,0,1
0,75900.0,50.0,2,0,98,122.0,16,0,0,0.0,0,0.0,0,0,0,20,1,0
1,4900000.0,41.0,4,1,120,85.0,1,731822,122743,0.0,1015834,1258.0,21,1327,1,80,0,1
0,77800.0,34.0,2,2,72,504.0,23,0,239087,0.0,480359,618.0,0,489,1,35,1,0
1,7160000.0,40.0,4,2,90,85.0,1,0,1033726,0.0,1451849,1449.0,21,1673,1,36,0,1
1,450000.0,47.0,4,1,138,1.0,2,0,28427,3746797.0,247672,32.0,0,4160,1,18,0,1
0,1620000.0,50.0,1,1,138,88.0,1,0,1250000,0.0,0,0.0,48,0,0,80,1,0
0,448000.0,38.0,1,0,66,253.0,17,0,0,0.0,0,187.0,0,0,1,17,0,0
0,1520000.0,47.0,-1,0,138,1.0,2,0,1150000,8101805.0,0,0.0,0,9463,1,80,0,1
1,5500000.0,44.0,4,2,55,90.0,1,0,24357,0.0,200000,386.0,0,3830,2,68,0,1
1,5000000.0,42.0,1,1,24,86.0,1,0,573604,0.0,21901,0.0,0,57,1,63,0,1
0,600000.0,29.0,2,0,27,226.0,0,0,250000,0.0,0,0.0,5,0,1,22,0,1
1,2000000.0,40.0,4,1,10,5.0,14,0,0,0.0,1000000,0.0,24,1021,0,80,1,0
1,68500.0,41.0,4,1,55,90.0,1,0,650000,0.0,180596,28.0,0,3840,1,42,0,1
0,463000.0,49.0,1,1,138,1.0,2,0,-4030,0.0,292673,142.0,0,81,1,18,0,1
1,616000.0,47.0,2,1,138,1.0,2,0,300000,0.0,0,0.0,0,16043,1,22,1,1
1,8000000.0,43.0,4,1,80,89.0,1,0,900000,11789569.0,0,3955.0,0,14439,2,21,0,1
0,78400.0,58.0,2,0,24,86.0,1,583010,500000,0.0,0,13.0,0,12215,1,37,1,0
1,869000.0,49.0,1,1,88,67.0,7,0,864534,0.0,0,437.0,0,197,2,35,0,0
1,767000.0,32.0,4,1,71,326.0,29,1062721,224689,0.0,103119,1448.0,15,6,1,24,0,0
1,700000.0,32.0,1,1,18,105.0,1,643183,0,0.0,0,853.0,0,1308,1,20,1,0
1,60000.0,43.0,4,1,55,90.0,1,0,800000,0.0,2000000,0.0,0,2006,1,42,1,1
1,1550000.0,37.0,2,1,52,86.0,1,0,1300000,0.0,0,0.0,46,0,0,80,0,0
0,7300000.0,31.0,2,1,68,213.0,24,0,500000,0.0,0,0.0,0,8,0,15,0,0
1,89300.0,43.0,4,1,16,89.0,1,0,26708,0.0,370406,826.0,0,722,1,15,1,1
0,73000.0,45.0,2,0,27,228.0,56,683692,507000,0.0,0,908.0,0,46,1,17,1,0
1,773000.0,49.0,4,0,144,86.0,1,0,1168253,0.0,1131438,1774.0,0,1610,3,21,0,1
0,7960000.0,39.0,2,3,34,29.0,21,0,926196,0.0,181587,143.0,24,0,1,31,0,0
1,681000.0,48.0,4,1,52,93.0,1,384966,-4828,0.0,0,832.0,0,0,1,19,0,1
0,9940000.0,30.0,2,1,54,85.0,1,0,2697,14724420.0,857488,184.0,34,17273,1,43,1,0
1,500000.0,30.0,4,0,47,80.0,1,0,124741,0.0,347017,763.0,0,0,2,13,0,1
0,44200.0,38.0,2,2,33,25.0,57,560519,1040000,0.0,250000,606.0,14,387,1,12,1,0
1,6000000.0,42.0,4,1,55,90.0,1,0,13582,0.0,1148381,2157.0,0,2041,2,80,0,1
1,450000.0,62.0,2,0,34,29.0,21,0,327948,0.0,28094,0.0,3,0,0,15,0,0
1,846000.0,51.0,4,1,62,292.0,22,661946,0,0.0,0,803.0,0,22524,1,35,0,0
1,582000.0,49.0,4,1,138,1.0,2,1415178,300000,0.0,0,1692.0,20,4217,1,7,0,1
1,1566000.0,35.0,2,1,66,253.0,17,3874669,461265,201045.0,0,4107.0,0,318,1,51,0,0
1,9500000.0,44.0,4,1,55,90.0,1,0,500000,0.0,0,309.0,0,0,1,23,1,1
1,1080000.0,41.0,2,1,102,90.0,1,0,845000,0.0,0,257.0,24,3999,1,46,0,0
0,6000000.0,40.0,2,3,34,103.0,1,0,192928,0.0,500000,805.0,0,506,1,19,0,0
1,1133000.0,37.0,4,1,90,89.0,1,0,990243,0.0,110337,0.0,14,0,0,47,0,0
0,5000000.0,33.0,2,0,49,103.0,1,0,850000,0.0,206339,0.0,0,1012,0,11,0,0
0,650000.0,49.0,4,1,90,105.0,1,0,8677,1069751.0,400000,1665.0,0,12025,2,10,0,1
0,78200.0,38.0,2,0,25,90.0,1,0,0,0.0,0,868.0,0,42822,1,55,1,0
1,1820000.0,52.0,4,1,43,67.0,7,0,1986729,0.0,811670,17.0,49,735,1,80,0,0
1,2067000.0,38.0,2,1,59,91.0,1,0,1174851,0.0,0,78.0,0,36,1,80,0,0
1,700000.0,42.0,1,1,138,1.0,2,0,0,0.0,0,0.0,0,11222,1,28,0,1
1,800000.0,40.0,4,0,18,115.0,1,0,1000000,0.0,0,1744.0,0,0,2,23,0,1
0,5580000.0,40.0,1,0,65,516.0,58,0,336706,0.0,0,0.0,5,0,0,43,0,0
1,80000.0,54.0,1,1,55,90.0,1,0,1000000,0.0,0,564.0,0,10530,1,40,0,1
0,491000.0,51.0,1,2,20,49.0,45,0,0,0.0,0,0.0,2,0,0,20,0,0
0,1900000.0,48.0,1,1,56,135.0,54,1555879,450062,0.0,719865,5286.0,0,5054,3,62,1,0
0,6500000.0,39.0,2,0,22,1.0,2,1162311,300000,0.0,148460,1317.0,0,0,1,6,0,0
1,600000.0,48.0,4,1,138,1.0,2,1297251,374722,0.0,0,1974.0,9,0,1,5,0,1
0,3300000.0,56.0,4,1,13,16.0,9,4543958,1126051,0.0,2999998,9319.0,91,42455,1,80,0,0
0,6000000.0,34.0,2,3,90,90.0,1,0,18283,0.0,800000,1541.0,19,954,3,25,1,0
0,511000.0,29.0,4,1,13,16.0,9,536709,550000,0.0,0,653.0,0,0,1,10,0,0
0,800000.0,44.0,1,1,103,93.0,1,0,1058145,0.0,0,2.0,0,14481,1,30,0,0
1,78300.0,41.0,4,1,55,90.0,1,878509,524802,0.0,500000,1441.0,0,509,1,61,0,1
1,69400.0,41.0,4,1,55,90.0,1,270649,600000,0.0,197220,935.0,0,195,1,20,0,1
0,1176000.0,47.0,1,1,90,80.0,1,0,1300000,0.0,2133472,1306.0,0,2280,1,46,0,1
1,623000.0,26.0,2,0,42,31.0,40,0,600000,0.0,0,752.0,0,0,1,18,0,1
0,900000.0,21.0,4,0,38,85.0,1,1808407,0,0.0,0,1899.0,0,0,1,27,0,0
1,650000.0,47.0,4,0,138,1.0,2,673415,309777,0.0,0,940.0,42,0,1,17,0,1
1,50000.0,40.0,1,1,55,90.0,1,0,398106,0.0,0,508.0,0,16,2,51,0,1
1,45200.0,40.0,1,1,55,90.0,1,0,752420,0.0,0,1554.0,61,0,3,80,0,1
1,1024000.0,52.0,2,1,27,226.0,0,0,6311,0.0,1102797,1465.0,20,472,2,37,0,1
0,435000.0,47.0,2,0,131,94.0,1,0,543111,0.0,0,0.0,0,0,1,12,1,1
0,80000.0,50.0,1,0,66,253.0,17,0,1258100,0.0,0,2265.0,40,23,3,80,1,0
0,70700.0,43.0,-1,0,61,284.0,20,0,800000,0.0,2000000,4481.0,0,72434,1,80,1,0
1,1370000.0,49.0,1,1,31,119.0,1,0,230259,0.0,0,684.0,0,436,3,62,0,1
0,4850000.0,33.0,2,2,108,326.0,29,1454987,387142,0.0,454705,1593.0,0,108,1,28,1,0
1,1380000.0,45.0,2,3,138,1.0,2,0,29024,0.0,1000000,1259.0,47,2913,2,57,0,1
1,70000.0,48.0,1,1,55,90.0,1,0,4994,0.0,400000,503.0,3,414,1,13,0,1
1,466000.0,36.0,4,1,66,253.0,17,549646,250000,0.0,0,754.0,0,0,2,11,0,0
1,500000.0,37.0,2,1,90,89.0,1,458297,24325,0.0,486999,916.0,0,510,1,11,0,0
0,53000.0,47.0,2,2,33,25.0,57,0,1369068,0.0,56358,0.0,40,0,0,80,1,0
1,2098000.0,49.0,2,1,52,104.0,1,0,1613688,0.0,2982747,6242.0,18,8031,2,64,0,1
0,6300000.0,38.0,2,3,96,117.0,1,0,1650000,0.0,2482192,4079.0,0,13787,1,56,1,0
0,600000.0,46.0,1,1,92,92.0,1,0,16333,0.0,379861,462.0,0,387,1,20,0,1
0,490000.0,37.0,4,1,90,105.0,1,0,350000,0.0,95140,0.0,0,61,0,17,0,0
1,54800.0,40.0,1,1,128,88.0,1,0,0,0.0,0,184.0,0,0,1,19,0,1
1,2854000.0,47.0,4,0,138,1.0,2,10224716,153716,0.0,3000000,14176.0,0,52949,3,30,1,1
1,460000.0,49.0,4,0,138,1.0,2,0,699461,0.0,0,2.0,2,0,1,12,0,1
0,600000.0,52.0,1,1,31,119.0,1,0,300000,0.0,0,0.0,0,124,1,21,0,1
0,45000.0,53.0,2,0,105,42.0,59,0,1250000,0.0,1028957,737.0,0,8393,1,80,1,0
0,1200000.0,46.0,4,2,138,1.0,2,2715249,500000,0.0,1000000,3857.0,0,14062,3,22,1,1
1,1500000.0,33.0,2,0,83,105.0,1,0,800000,0.0,421656,2593.0,24,3464,2,50,0,0
1,2400000.0,40.0,1,1,79,148.0,60,3150323,1851524,0.0,3051196,3363.0,50,3285,1,80,0,0
0,5000000.0,40.0,2,3,78,182.0,31,0,600000,0.0,0,1707.0,0,0,1,6,0,0
0,511000.0,29.0,1,1,13,16.0,9,536709,550000,0.0,0,653.0,0,0,1,10,0,0
0,6000000.0,28.0,2,0,13,16.0,9,0,1289283,0.0,0,15.0,0,0,1,14,0,0
0,7400000.0,40.0,2,3,13,16.0,9,0,1990292,0.0,0,126.0,5,0,1,41,0,0
1,1115000.0,51.0,4,1,40,86.0,1,2534290,65085,0.0,2803869,4001.0,49,3826,2,16,0,1
1,850000.0,41.0,1,1,142,93.0,1,0,294437,0.0,438957,1450.0,0,0,1,28,1,1
1,50000.0,45.0,4,1,55,90.0,1,0,415976,0.0,1000000,2846.0,0,6024,3,40,1,1
0,450000.0,50.0,4,1,138,1.0,2,0,23957,0.0,323840,910.0,0,348,2,9,-1,1
0,5000000.0,35.0,2,3,90,99.0,1,0,346438,0.0,0,266.0,0,0,1,80,0,0
0,460000.0,36.0,2,1,37,99.0,1,0,500000,0.0,0,67.0,0,0,1,14,0,0
1,3000000.0,42.0,1,0,83,92.0,1,1276519,599192,0.0,1733953,1989.0,25,45307,1,80,0,0
0,445000.0,33.0,4,1,34,31.0,40,0,500000,0.0,33715,8.0,10,0,1,13,0,0
1,798000.0,42.0,4,2,31,119.0,1,0,290399,0.0,0,365.0,0,2557,2,37,0,1
0,790000.0,38.0,2,1,103,89.0,1,0,75510,0.0,437500,2614.0,0,756,3,14,0,0
0,63000.0,42.0,2,0,60,291.0,3,1284864,1050000,0.0,0,2131.0,0,50289,1,42,1,0
0,800000.0,53.0,1,1,55,93.0,1,0,300000,0.0,0,0.0,0,0,0,37,0,0
1,700000.0,47.0,4,0,138,1.0,2,0,0,0.0,0,1241.0,3,0,3,16,1,1
1,78000.0,45.0,1,1,55,90.0,1,0,553220,0.0,553332,521.0,0,1325,2,80,0,1
1,61600.0,40.0,1,1,90,92.0,1,0,767329,0.0,33803,1547.0,0,940,2,12,0,1
0,660000.0,48.0,1,1,24,87.0,1,0,0,0.0,500000,0.0,0,510,0,27,0,0
1,930000.0,40.0,1,0,34,29.0,21,3190810,800000,0.0,439853,3845.0,29,0,2,7,0,0
0,7820000.0,32.0,2,3,35,105.0,1,0,30429,0.0,300000,484.0,4,383,3,14,0,0
0,6020000.0,31.0,2,0,98,122.0,16,0,1048458,0.0,0,117.0,0,44,1,14,0,0
0,7200000.0,33.0,2,1,74,275.0,61,0,750000,0.0,494822,0.0,0,503,0,52,0,0
1,700000.0,47.0,4,1,146,88.0,1,0,1175974,0.0,794133,68.0,0,2,1,17,0,1
1,5000000.0,41.0,4,1,55,90.0,1,0,600000,0.0,35199,133.0,0,36,1,16,1,1
1,838000.0,41.0,4,3,138,1.0,2,0,394637,0.0,1463336,491.0,0,774,1,37,0,1
0,695000.0,36.0,4,1,85,115.0,1,0,14882,0.0,243646,276.0,0,200,1,26,0,0
0,448000.0,49.0,4,1,138,1.0,2,0,30399,0.0,300000,225.0,0,614,1,16,0,1
1,1000000.0,46.0,4,0,90,80.0,1,0,2973477,0.0,0,3071.0,22,3170,2,20,0,1
0,702000.0,33.0,4,1,90,80.0,1,989156,500000,0.0,0,1131.0,0,848,1,14,0,0
1,55000.0,52.0,4,1,55,90.0,1,0,168229,0.0,0,1317.0,3,0,2,26,0,1
1,1104000.0,50.0,1,1,31,119.0,1,0,400000,3503156.0,0,0.0,0,0,1,52,0,1
0,1486000.0,48.0,1,1,65,77.0,62,0,485922,0.0,0,11.0,0,28291,1,70,1,0
1,1100000.0,55.0,2,1,27,226.0,0,0,970100,0.0,0,5.0,0,0,1,46,0,1
0,4870000.0,32.0,2,0,81,59.0,38,0,500000,0.0,0,0.0,0,1,0,23,0,0
0,700000.0,47.0,2,1,79,148.0,60,1112326,104780,0.0,1167713,1496.0,0,2356,2,14,0,0
0,500000.0,43.0,1,1,48,88.0,1,0,0,0.0,2,197.0,0,101,1,19,0,0
1,745000.0,38.0,1,1,67,193.0,15,0,288192,0.0,2711,5.0,3,408,1,35,0,0
0,450000.0,49.0,2,1,12,13.0,33,0,4336,0.0,0,581.0,0,0,1,13,0,0
1,1000000.0,37.0,1,1,84,90.0,1,0,582600,0.0,0,155.0,0,0,1,45,0,0
0,600000.0,43.0,2,1,63,300.0,4,0,0,0.0,0,0.0,0,410,0,24,0,0
1,1743000.0,54.0,4,0,90,80.0,1,0,1657230,0.0,0,6766.0,37,2155,2,37,1,1
0,48000.0,56.0,1,0,23,164.0,63,0,0,0.0,0,0.0,0,0,0,24,1,0
1,840000.0,48.0,4,1,152,84.0,1,0,0,0.0,1743230,35.0,32,1486,1,42,0,1
1,730000.0,55.0,4,1,27,226.0,0,715421,-349,0.0,593340,1908.0,0,592,2,11,1,1
0,440000.0,32.0,4,1,37,105.0,1,0,100000,0.0,85000,213.0,0,372,1,16,0,0
1,742000.0,44.0,1,1,84,105.0,1,0,11701,0.0,251861,589.0,3,394,2,32,0,1
1,5000000.0,41.0,4,2,55,90.0,1,0,489829,0.0,113865,10.0,0,946,1,61,0,1
1,74000.0,40.0,4,1,55,90.0,1,4575684,1317242,0.0,3753153,7952.0,0,24282,2,65,0,1
1,492000.0,27.0,-1,1,126,80.0,1,0,250000,0.0,28445,134.0,0,0,1,18,1,1
0,7700000.0,38.0,2,0,74,272.0,25,1968253,300000,0.0,0,2286.0,15,0,1,80,0,0
0,90400.0,56.0,1,0,139,88.0,1,0,2040762,2978125.0,0,0.0,0,3628,0,80,1,0
0,2100000.0,52.0,1,1,102,90.0,1,0,2720553,0.0,0,0.0,0,31,0,80,0,0
1,45500.0,40.0,4,1,55,90.0,1,0,-1589,0.0,400000,3076.0,30,954,2,30,0,1
1,8030000.0,41.0,4,1,55,90.0,1,1254679,16491,0.0,292199,2178.0,0,400,2,34,0,1
0,1500000.0,53.0,1,1,27,226.0,0,0,59634,0.0,1500000,229.0,0,2230,1,73,0,0
1,599000.0,43.0,1,1,31,119.0,1,0,244595,0.0,250000,313.0,0,1125,1,21,1,1
1,800000.0,48.0,1,1,138,1.0,2,0,437302,0.0,0,1048.0,0,0,2,30,1,1
0,700000.0,48.0,1,1,74,272.0,25,0,227199,0.0,1000000,90.0,0,1021,1,26,0,0
0,50000.0,44.0,2,0,90,326.0,29,0,0,0.0,0,1199.0,4,30182,1,29,1,0
1,508000.0,32.0,2,1,15,66.0,43,0,400000,0.0,0,164.0,14,102,1,17,0,0
1,777000.0,47.0,4,1,90,94.0,1,0,764505,0.0,0,198.0,0,0,1,32,0,1
1,1380000.0,45.0,4,1,31,119.0,1,0,29024,0.0,1000000,1259.0,47,2913,2,57,0,1
0,880000.0,50.0,1,1,45,80.0,1,0,0,0.0,0,2548.0,0,307,1,19,0,0
1,60100.0,46.0,1,1,92,88.0,1,0,3650000,0.0,0,0.0,20,0,1,80,0,1
1,600000.0,52.0,1,1,81,60.0,46,0,300000,0.0,766926,541.0,0,825,2,19,0,0
0,1900000.0,48.0,1,1,56,135.0,54,1555879,450062,0.0,719865,5286.0,0,5054,3,62,1,0
1,900000.0,39.0,2,0,25,103.0,1,0,400000,0.0,0,312.0,0,391,1,41,0,0
0,2500000.0,42.0,2,0,101,87.0,1,0,1000000,0.0,31916,0.0,77,3297,0,80,0,0
1,3800000.0,47.0,1,1,59,88.0,1,0,1619963,0.0,0,123.0,0,0,1,80,0,0
1,500000.0,43.0,1,1,10,5.0,14,0,600000,0.0,0,0.0,0,212,0,14,0,0
1,500000.0,44.0,1,1,138,1.0,2,0,250000,261121.0,0,167.0,0,567,1,18,1,1
1,61200.0,53.0,4,1,55,90.0,1,410857,675934,4822526.0,3235708,5232.0,28,35188,2,62,0,1
1,2000000.0,41.0,2,1,64,92.0,1,0,1742847,0.0,1864651,490.0,55,0,1,80,0,0
1,839000.0,43.0,1,1,47,67.0,7,0,500000,0.0,0,425.0,0,21,2,37,1,0
0,5770000.0,40.0,2,3,24,105.0,1,0,694336,0.0,0,111.0,0,0,1,39,0,0
0,5000000.0,35.0,2,2,90,5.0,14,132728,170748,0.0,897628,486.0,0,10816,1,22,0,0
0,1500000.0,57.0,2,1,90,90.0,1,0,111556,0.0,5971717,664.0,0,6095,1,69,0,0
0,55800.0,41.0,2,0,90,93.0,1,0,537583,0.0,0,28.0,0,0,1,24,1,0
1,2000000.0,41.0,1,1,64,92.0,1,0,1742847,0.0,1864651,490.0,55,0,1,80,0,0
0,680000.0,53.0,1,1,95,316.0,10,0,0,0.0,0,334.0,0,689,1,24,0,0
1,600000.0,33.0,2,1,32,105.0,1,0,249000,0.0,462509,1.0,0,1565,1,22,0,0
1,1672000.0,43.0,1,1,31,119.0,1,3027553,1896287,0.0,4390608,3446.0,54,42813,1,52,0,1
1,74000.0,44.0,4,1,90,93.0,1,668457,52706,0.0,627373,2624.0,0,604,3,14,0,1
1,500000.0,32.0,2,1,90,89.0,1,1281071,0,0.0,0,1533.0,41,279,1,5,0,0
0,439000.0,38.0,4,1,30,98.0,1,0,0,0.0,0,651.0,3,0,1,12,0,0
0,1601000.0,38.0,4,1,85,91.0,1,0,64552,0.0,331001,401.0,36,8107,1,80,0,0
1,521000.0,47.0,4,1,76,103.0,1,0,-903,0.0,250000,255.0,0,255,1,19,0,1
0,818000.0,49.0,1,1,138,1.0,2,812869,62090,0.0,485200,1734.0,9,433,2,24,0,1
1,450000.0,37.0,1,1,47,66.0,43,0,250000,0.0,0,957.0,0,0,1,9,0,0
0,559000.0,47.0,4,1,73,93.0,1,0,-364,0.0,500000,438.0,0,510,3,18,1,1
1,557000.0,35.0,4,1,90,,-1,0,0,0.0,0,1123.0,20,0,1,12,0,0
1,900000.0,47.0,1,1,138,1.0,2,0,800000,0.0,800000,2120.0,0,2416,1,24,0,1
1,767000.0,46.0,4,1,129,105.0,1,0,-64000,0.0,246352,904.0,19,729,2,30,0,1
0,600000.0,50.0,4,0,138,1.0,2,0,12495,0.0,426594,200.0,24,452,1,22,0,1
0,440000.0,39.0,4,1,60,291.0,3,0,600000,0.0,92424,517.0,0,0,2,12,0,0
1,800000.0,45.0,2,0,138,1.0,2,0,288012,0.0,0,6.0,0,308,1,38,1,1
