ID;GENERO;RENTA;EDAD;NIV_EDUC;E_CIVIL;COD_OFI;COD_COM;CIUDAD;Crédito_1;Crédito_2;Crédito_3;Crédito_4;Monto solicitado;Días de Mora;Monto Deuda Promedio;Número de meses inactivo;numero de cuotas;Aval;PAGA
1,088;M       ;6,000,000;42;MED     ;CAS     ;93;103;SANTIAGO        ;0;399,819;0;85,114;1,228;0;278;2;12;NO;PAGA
1,089;M       ;500,000;32;TEC     ;SOL     ;90;89;SANTIAGO        ;1,281,071;0;0;0;1,533;41;279;1;5;NO;NO PAGA
1,090;F       ;7,200,000;38;MED     ;VIU     ;53;91;SANTIAGO        ;0;1,300,000;0;0;631;3;0;1;40;NO;NO PAGA
1,091;M       ;45,000;46;UNV     ;CAS     ;55;90;SANTIAGO        ;0;0;0;423,654;1,977;36;1,553;1;80;NO;PAGA
1,092;F       ;943,000;37;UNV     ;CAS     ;83;115;SANTIAGO        ;0;-7,005;0;0;151;0;968;2;46;SI;NO PAGA
1,093;M       ;750,000;47;UNV     ;CAS     ;61;90;SANTIAGO        ;1,298,347;0;0;670,028;1,389;0;481;2;24;NO;PAGA
1,094;F       ;533,000;32;MED     ;CAS     ;94;301;ANCUD           ;0;129,859;0;300,000;115;0;307;1;21;NO;NO PAGA
1,095;F       ;51,600;56;MED     ;SOL     ;10;5;IQUIQUE         ;3,977,682;784,952;0;248,302;5,115;0;29,985;1;80;SI;NO PAGA
1,096;F       ;596,000;61;MED     ;CAS     ;55;91;SANTIAGO        ;1,282,206;79,037;0;0;1,880;1;0;3;6;NO;NO PAGA
1,097;M       ;869,000;47;UNV     ;SOL     ;128;88;SANTIAGO        ;0;942,081;0;0;0;57;16,512;1;35;NO;PAGA
1,098;M       ;700,000;33;UNV     ;CAS     ;48;89;SANTIAGO        ;0;686,288;0;0;1;0;0;1;22;NO;NO PAGA
1,099;F       ;1,000,000;56;MED     ;CAS     ;12;13;CALAMA          ;0;650,000;0;558,636;1,850;0;3,245;1;32;SI;NO PAGA
1,100;F       ;2,349,000;53;TEC     ;CAS     ;84;85;SANTIAGO        ;0;0;0;0;744;39;436;1;80;NO;NO PAGA
1,101;M       ;650,000;47;UNV     ;CAS     ;138;1;ARICA           ;0;98,746;0;30,103;383;0;248;1;23;NO;PAGA
1,102;F       ;8,400,000;39;TEC     ;SOL     ;45;115;SANTIAGO        ;3,658,272;213,337;0;2,999,999;4,606;5;27,061;3;29;NO;NO PAGA
1,103;M       ;5,104,000;49;MED     ;CAS     ;138;1;ARICA           ;0;0;0;1,500,000;3,840;0;154,087;1;80;NO;PAGA
1,104;M       ;5,000,000;40;UNV     ;CAS     ;55;90;SANTIAGO        ;0;325,814;0;250,000;320;0;255;1;17;NO;PAGA
1,105;M       ;3,500,000;35;TEC     ;SOL     ;10;5;IQUIQUE         ;0;-71,168;11,352,575;1,000,000;13,291;0;90,585;2;78;NO;NO PAGA
1,106;F       ;800,000;48;TEC     ;CAS     ;138;1;ARICA           ;1,680,895;89,899;0;614,591;3,408;0;489;1;6;NO;PAGA
1,107;M       ;9,800,000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;631,274;602,672;0;296,151;2,339;18;0;2;17;NO;PAGA
1,108;M       ;70,000;40;UNV     ;CAS     ;55;90;SANTIAGO        ;1,333,106;461,680;0;995,278;2,406;36;1,016;2;40;NO;PAGA
1,109;M       ;74,400;48;UNV     ;CAS     ;55;90;SANTIAGO        ;0;398,810;0;300,000;2,720;0;13,283;1;24;NO;PAGA
1,110;F       ;455,000;29;TEC     ;CAS     ;117;86;SANTIAGO        ;0;995,233;0;0;5;0;0;1;9;NO;NO PAGA
1,111;F       ;70,000;51;TEC     ;SOL     ;63;300;CASTRO          ;0;1,729,149;0;800,000;0;0;817;0;80;SI;NO PAGA
1,112;M       ;447,000;52;UNV     ;CAS     ;27;226;CONCEPCION      ;0;409,580;0;0;87;0;0;1;14;NO;PAGA
1,113;F       ;576,000;55;TEC     ;SEP     ;132;99;SANTIAGO        ;0;300,000;0;839,468;13;0;3,677;1;21;SI;NO PAGA
1,114;F       ;50,000;41;TEC     ;SOL     ;83;93;SANTIAGO        ;0;0;0;0;927;0;0;1;9;SI;NO PAGA
1,115;F       ;6,500,000;37;TEC     ;VIU     ;64;314;COYHAIQUE       ;351,429;186,352;0;479,301;3,116;2;510;3;7;SI;NO PAGA
1,116;F       ;730,000;40;MED     ;CAS     ;69;53;SAN FELIPE      ;0;391,829;0;60,716;282;0;160;1;26;NO;NO PAGA
1,117;M       ;3,000,000;46;TEC     ;CAS     ;93;88;SANTIAGO        ;0;6,923,740;0;0;0;38;0;0;80;NO;NO PAGA
1,118;F       ;50,000;48;TEC     ;SOL     ;90;88;SANTIAGO        ;0;305,248;0;676,382;311;0;654;1;18;SI;NO PAGA
1,119;M       ;1,100,000;45;MED     ;CAS     ;31;119;SANTIAGO        ;0;500,000;0;9,300;9;10;59;1;50;NO;PAGA
1,120;F       ;980,000;46;UNV     ;CAS     ;31;119;SANTIAGO        ;0;489,879;0;0;279;3;0;1;45;NO;PAGA
1,121;M       ;750,000;49;UNV     ;SOL     ;138;1;ARICA           ;0;426,436;0;719,429;2,284;0;1,336;2;15;NO;PAGA
1,122;M       ;1,900,000;47;UNV     ;CAS     ;138;1;ARICA           ;1,719,778;49,221;0;2,000,000;2,797;30;2,478;1;80;NO;PAGA
1,123;F       ;1,000,000;39;TEC     ;SOL     ;90;92;SANTIAGO        ;0;0;0;0;4,307;16;31,378;1;7;NO;NO PAGA
1,124;F       ;450,000;54;MED     ;CAS     ;90;105;SANTIAGO        ;0;550,000;0;0;0;25;306;1;13;NO;PAGA
1,125;M       ;9,200,000;44;UNV     ;CAS     ;55;90;SANTIAGO        ;0;244,432;0;932,672;1,294;0;1,695;2;32;NO;PAGA
1,126;F       ;6,000,000;39;MED     ;SOL     ;141;31;COQUIMBO        ;0;300,000;0;0;0;6;971;0;20;NO;NO PAGA
1,127;M       ;6,330,000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;0;350,000;1,345,344;500,615;5;0;2,449;1;39;NO;PAGA
1,128;M       ;1,460,000;44;UNV     ;SEP     ;31;119;SANTIAGO        ;2,856,734;436,126;0;0;3,191;0;0;1;41;SI;PAGA
1,129;M       ;1,000,000;41;        ;CAS     ;144;93;SANTIAGO        ;0;0;0;0;0;0;2;0;50;NO;NO PAGA
1,130;F       ;449,000;36;MED     ;CAS     ;16;93;SANTIAGO        ;0;249,982;0;0;0;0;101;0;16;NO;NO PAGA
1,131;F       ;70,000;38;MED     ;SOL     ;108;5;IQUIQUE         ;0;283,269;0;0;481;0;0;1;40;SI;NO PAGA
1,132;M       ;1,000,000;41;UNV     ;CAS     ;94;301;ANCUD           ;0;2,123,947;0;0;192;0;1;1;29;NO;NO PAGA
1,133;M       ;700,000;40;TEC     ;CAS     ;98;127;TALAGANTE       ;248,892;300,000;0;300,000;319;0;306;1;23;SI;NO PAGA
1,134;M       ;1,600,000;40;UNV     ;CAS     ;59;85;SANTIAGO        ;0;1,039,141;0;487,428;544;0;323;1;80;NO;PAGA
1,135;M       ;623,000;41;MED     ;CAS     ;37;93;SANTIAGO        ;1,799,121;153,716;1,907,325;0;175;0;2,162;1;6;NO;NO PAGA
1,136;F       ;;49;MED     ;SEP     ;90;105;SANTIAGO        ;0;8,677;1,069,751;400,000;1,665;0;12,025;2;10;NO;PAGA
1,137;M       ;640,000;35;UNV     ;CAS     ;90;67;VINA DEL MAR    ;0;1,171,215;0;0;517;0;40;1;14;NO;NO PAGA
1,138;M       ;1,171,000;48;UNV     ;SEP     ;138;1;ARICA           ;0;679,475;0;0;953;0;19,476;2;50;NO;PAGA
1,139;M       ;7,700,000;43;UNV     ;CAS     ;55;90;SANTIAGO        ;0;109,065;0;0;0;36;4;1;72;NO;PAGA
1,140;M       ;489,000;38;MED     ;CAS     ;52;99;SANTIAGO        ;0;0;0;0;0;0;4;0;20;NO;NO PAGA
1,141;F       ;69,900;50;TEC     ;SOL     ;116;131;RANCAGUA        ;0;691,474;0;0;1;0;0;1;44;SI;NO PAGA
1,142;M       ;75,000;40;UNV     ;CAS     ;35;84;SANTIAGO        ;0;570,775;1,753,310;0;599;24;9;2;37;NO;PAGA
1,143;M       ;2,434,000;51;TEC     ;CAS     ;90;89;SANTIAGO        ;0;1,250,000;0;2,292,830;2,001;39;1,043;1;80;NO;PAGA
1,144;F       ;8,280,000;34;TEC     ;VIU     ;24;87;SANTIAGO        ;0;359,051;0;1,861,674;37;0;2,541;1;72;NO;NO PAGA
1,145;;750,000;33;MED     ;SOL     ;124;253;TEMUCO          ;0;500,000;0;850,000;1,631;0;3,603;1;22;NO;NO PAGA
1,146;M       ;1,600,000;39;UNV     ;CAS     ;151;226;CONCEPCION      ;0;21,994;1,578,568;600,000;1,474;0;8,148;2;80;SI;NO PAGA
1,147;M       ;4,500,000;42;UNV     ;CAS     ;45;89;SANTIAGO        ;0;308,230;0;245,861;0;0;195;1;17;NO;PAGA
1,148;M       ;70,900;55;UNV     ;CAS     ;55;90;SANTIAGO        ;0;771,349;0;1,000,000;28;47;219;1;80;SI;PAGA
1,149;M       ;1,460,000;44;MED     ;CAS     ;138;1;ARICA           ;2,856,734;436,126;0;0;3,191;0;0;1;41;SI;PAGA
1,150;M       ;1,211,000;36;MED     ;CAS     ;30;98;SANTIAGO        ;0;858,970;0;568,510;0;0;13,329;0;52;NO;NO PAGA
1,151;M       ;988,000;47;TEC     ;SOL     ;138;1;ARICA           ;1,769,672;500,000;0;31,558;0;0;7,554;1;27;NO;PAGA
1,152;F       ;5,000,000;36;TEC     ;VIU     ;69;89;SANTIAGO        ;1,360,735;297,318;0;0;3,465;0;0;1;15;NO;NO PAGA
1,153;M       ;70,000;47;MED     ;CAS     ;55;90;SANTIAGO        ;0;84,794;0;1,000,000;7,563;73;3,982;2;30;NO;PAGA
1,154;F       ;668,000;51;TEC     ;CAS     ;92;88;SANTIAGO        ;0;373,913;0;394,183;450;0;20,967;2;23;NO;PAGA
1,155;F       ;9,460,000;35;TEC     ;VIU     ;88;513;CON-CON         ;0;0;0;0;0;31;77;0;45;NO;NO PAGA
1,156;M       ;74,800;55;MED     ;CAS     ;125;90;SANTIAGO        ;0;481,226;0;789,360;2,898;0;974;1;37;NO;PAGA
1,157;F       ;7,500,000;40;TEC     ;SOL     ;45;87;SANTIAGO        ;0;2,500,000;0;10,807;0;82;9;0;80;NO;NO PAGA
1,158;F       ;7,200,000;30;TEC     ;SOL     ;85;88;SANTIAGO        ;583,317;261,506;0;17,828;898;0;31;1;16;NO;NO PAGA
1,159;M       ;994,000;54;UNV     ;SOL     ;27;88;SANTIAGO        ;0;648,768;0;475,222;2,433;0;1,564;3;26;NO;PAGA
1,160;M       ;1,500,000;45;MED     ;CAS     ;123;88;SANTIAGO        ;0;508,421;0;0;321;0;0;1;70;NO;PAGA
1,161;F       ;685,000;49;UNV     ;CAS     ;69;85;SANTIAGO        ;1,357,901;-133,581;0;1,107,684;2,091;0;741;1;7;NO;PAGA
1,162;M       ;69,000;51;UNV     ;CAS     ;69;85;SANTIAGO        ;9,698,927;2,668,902;0;732,757;10,732;0;2,102;3;80;NO;PAGA
1,163;M       ;717,000;47;UNV     ;CAS     ;138;1;ARICA           ;0;329,264;0;216,051;1,398;0;536;3;15;NO;PAGA
1,164;F       ;70,000;55;MED     ;SOL     ;84;99;SANTIAGO        ;0;131,622;0;195,894;114;0;200;1;19;SI;NO PAGA
1,165;M       ;544,000;51;MED     ;CAS     ;108;105;SANTIAGO        ;0;664,380;0;113,397;109;14;116;3;16;NO;PAGA
1,166;F       ;80,000;57;TEC     ;SOL     ;34;16;ANTOFAGASTA     ;0;116,719;0;0;619;0;0;1;33;SI;NO PAGA
1,167;M       ;450,000;29;UNV     ;SOL     ;118;95;SANTIAGO        ;0;12,392;0;350,000;344;0;348;2;15;NO;PAGA
1,168;F       ;67,400;47;MED     ;SOL     ;52;88;SANTIAGO        ;0;2,040,000;0;0;0;0;0;0;47;SI;NO PAGA
1,169;M       ;800,000;31;TEC     ;SOL     ;37;115;SANTIAGO        ;0;200,000;0;0;0;21;7;1;38;NO;PAGA
1,170;F       ;4,997,000;53;MED     ;CAS     ;85;88;SANTIAGO        ;0;3,405,501;1,252,234;0;8,671;40;1,445;1;80;NO;NO PAGA
1,171;F       ;507,000;30;MED     ;SOL     ;12;13;CALAMA          ;0;293,845;0;482,739;6;0;0;1;18;NO;NO PAGA
1,172;M       ;50,000;40;UNV     ;SEP     ;19;117;SANTIAGO        ;0;272,275;0;300,000;227;0;0;1;20;NO;PAGA
1,173;M       ;2,434,000;46;UNV     ;CAS     ;90;89;SANTIAGO        ;0;1,250,000;0;2,292,830;2,001;39;1,043;1;80;NO;PAGA
1,174;F       ;1,860,000;48;MED     ;CAS     ;52;86;SANTIAGO        ;0;1,018,931;0;0;816;0;0;1;80;NO;NO PAGA
1,175;M       ;1,306,000;32;TEC     ;SOL     ;17;106;SANTIAGO        ;0;24,627;0;1,000,000;421;56;2,585;1;62;NO;NO PAGA
1,176;F       ;507,000;52;TEC     ;CAS     ;116;131;RANCAGUA        ;363,526;0;0;0;483;0;0;1;16;NO;NO PAGA
1,177;F       ;935,000;46;TEC     ;CAS     ;142;93;SANTIAGO        ;0;500,000;0;0;759;15;0;1;40;NO;NO PAGA
1,178;M       ;4,900,000;44;UNV     ;CAS     ;53;93;SANTIAGO        ;0;250,000;0;0;0;0;8;1;42;NO;PAGA
1,179;M       ;8,500,000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;9,497,318;350,000;0;66;10,346;0;26,476;1;17;SI;PAGA
1,180;M       ;4,400,000;44;MED     ;CAS     ;55;90;SANTIAGO        ;947,184;145,971;0;0;2,043;5;0;2;6;NO;PAGA
1,181;M       ;2,349,000;53;TEC     ;CAS     ;84;85;SANTIAGO        ;0;0;0;0;744;39;436;2;80;NO;NO PAGA
1,182;M       ;492,000;27;UNV     ;SOL     ;126;80;SANTIAGO        ;0;250,000;0;28,445;134;0;0;1;18;SI;PAGA
1,183;M       ;500,000;27;MED     ;SOL     ;31;119;SANTIAGO        ;0;544,505;0;92,394;690;0;126;1;14;NO;PAGA
1,184;M       ;7,600,000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;627,234;196,792;0;120,340;1,841;9;3;3;11;NO;PAGA
1,185;F       ;1,054,000;27;UNV     ;CAS     ;100;88;SANTIAGO        ;0;545,917;0;0;54;0;0;1;48;NO;NO PAGA
1,186;M       ;438,000;55;MED     ;CAS     ;27;226;CONCEPCION      ;0;240,225;0;0;16;13;59;1;16;NO;PAGA
1,187;F       ;600,000;49;UNV     ;CAS     ;24;80;SANTIAGO        ;0;277,809;0;169,736;171;0;0;1;22;NO;PAGA
1,188;M       ;70,000;45;UNV     ;SEP     ;55;90;SANTIAGO        ;0;1,945,210;0;0;68;0;0;1;80;NO;PAGA
1,189;F       ;440,000;39;UNV     ;CAS     ;60;291;PUERTO MONTT    ;0;600,000;0;92,424;517;0;0;2;12;NO;NO PAGA
1,190;M       ;9,000,000;44;UNV     ;CAS     ;55;91;SANTIAGO        ;0;20,484;0;100,000;1,000;0;102;2;9;NO;PAGA
1,191;M       ;487,000;54;MED     ;SOL     ;27;226;CONCEPCION      ;0;0;0;300,000;0;6;306;1;20;NO;PAGA
1,192;M       ;867,000;45;UNV     ;CAS     ;31;119;SANTIAGO        ;0;5,374;0;289,003;283;0;659;1;41;NO;PAGA
1,193;M       ;7,500,000;42;MED     ;CAS     ;52;89;SANTIAGO        ;0;642,626;7,937,159;0;0;30;8,310;1;60;NO;PAGA
1,194;M       ;1,000,000;27;UNV     ;SOL     ;13;16;ANTOFAGASTA     ;0;2,300,000;0;0;81;0;0;1;27;NO;NO PAGA
1,195;F       ;6,940,000;31;TEC     ;SOL     ;29;93;SANTIAGO        ;0;182,061;0;128,324;97;0;82;1;16;NO;NO PAGA
1,196;F       ;77,300;46;TEC     ;SOL     ;72;22;COPIAPO         ;0;0;0;296,285;0;0;302;0;28;SI;NO PAGA
1,197;F       ;618,000;29;UNV     ;CAS     ;107;87;SANTIAGO        ;0;1,219,561;0;148,603;267;0;0;1;13;NO;NO PAGA
1,198;M       ;460,000;51;TEC     ;CAS     ;138;1;ARICA           ;283,327;0;0;0;319;0;0;1;16;NO;PAGA
1,199;F       ;850,000;55;UNV     ;CAS     ;74;272;VALDIVIA        ;0;650,000;0;0;1,679;0;0;2;26;NO;NO PAGA
1,200;M       ;1,506,000;41;        ;CAS     ;102;105;SANTIAGO        ;0;224,159;0;459,637;389;2;610;1;72;SI;PAGA
1,201;F       ;76,000;33;TEC     ;SEP     ;74;272;VALDIVIA        ;0;400,000;0;0;0;30;932;0;45;SI;NO PAGA
1,202;F       ;510,000;45;UNV     ;CAS     ;31;119;SANTIAGO        ;0;3,864;0;0;297;0;0;1;18;NO;PAGA
1,203;F       ;982,000;41;UNV     ;CAS     ;27;226;CONCEPCION      ;0;399,947;0;407,773;243;0;19,968;2;46;SI;PAGA
1,204;F       ;80,000;50;TEC     ;SOL     ;56;138;RENGO           ;0;545,106;0;1,737,847;5;0;1,927;1;80;SI;NO PAGA
1,205;M       ;476,000;28;UNV     ;CAS     ;52;80;SANTIAGO        ;0;250,000;0;0;239;0;12;1;17;NO;PAGA
1,206;F       ;50,000;58;TEC     ;SOL     ;90;88;SANTIAGO        ;0;1,250,000;0;0;2,084;0;20,584;1;80;SI;NO PAGA
1,207;M       ;850,000;49;UNV     ;SOL     ;18;89;SANTIAGO        ;604,663;0;0;0;890;18;3;3;34;NO;PAGA
1,208;F       ;1,300,000;55;MED     ;SOL     ;90;103;SANTIAGO        ;0;500,000;0;0;48;13;63;1;60;NO;NO PAGA
1,209;M       ;700,000;42;UNV     ;CAS     ;92;82;SANTIAGO        ;0;0;0;250,000;98;0;5,113;1;28;NO;PAGA
1,210;F       ;468,000;24;TEC     ;SOL     ;39;80;SANTIAGO        ;0;600,000;0;0;88;0;0;1;13;SI;NO PAGA
1,211;F       ;680,000;34;TEC     ;SEP     ;128;88;SANTIAGO        ;0;138,979;0;492,813;362;0;81;2;24;NO;NO PAGA
1,212;M       ;750,000;40;UNV     ;SOL     ;31;119;SANTIAGO        ;0;219,493;0;259,104;1,203;0;103;2;26;NO;PAGA
1,213;F       ;5,000,000;40;TEC     ;VIU     ;151;226;CONCEPCION      ;0;438,337;0;0;2,815;0;0;3;10;SI;NO PAGA
1,214;M       ;5,020,000;41;MED     ;CAS     ;55;90;SANTIAGO        ;0;30,637;0;0;2,608;0;0;1;30;NO;PAGA
1,215;F       ;770,000;49;TEC     ;CAS     ;138;85;SANTIAGO        ;0;-7,255;0;801,618;2,058;0;702;3;18;NO;PAGA
1,216;F       ;1,200,000;41;UNV     ;CAS     ;130;90;SANTIAGO        ;0;896,146;0;161,904;35;0;255;1;52;NO;NO PAGA
1,217;M       ;2,594,000;50;MED     ;CAS     ;19;88;SANTIAGO        ;879,786;3,500,000;0;1,527,968;2,211;22;55,649;3;80;NO;PAGA
1,218;M       ;1,515,000;48;UNV     ;SOL     ;138;1;ARICA           ;0;700,000;0;0;1;0;3;1;80;NO;PAGA
1,219;M       ;1,000,000;56;TEC     ;CAS     ;19;117;SANTIAGO        ;0;2,076,401;0;0;439;14;0;1;30;NO;NO PAGA
1,220;F       ;2,155,000;47;MED     ;CAS     ;66;242;ANGOL           ;0;-2,266;0;2,500,000;9,562;16;23,389;1;34;NO;NO PAGA
1,221;F       ;7,700,000;39;TEC     ;SOL     ;104;90;SANTIAGO        ;0;25,555;0;944,645;2,470;0;4,313;3;29;NO;NO PAGA
1,222;M       ;3,340,000;59;TEC     ;SOL     ;28;110;SANTIAGO        ;0;0;0;0;7,883;19;60;2;80;NO;NO PAGA
1,223;M       ;800,000;38;TEC     ;CAS     ;14;22;COPIAPO         ;0;0;0;690,464;0;0;705;0;40;SI;NO PAGA
1,224;M       ;8,040,000;44;UNV     ;CAS     ;31;119;SANTIAGO        ;0;320,189;0;0;195;4;1,805;1;17;NO;PAGA
1,225;M       ;800,000;52;UNV     ;CAS     ;90;96;SANTIAGO        ;0;989,786;0;190;10;0;0;1;31;SI;PAGA
1,226;M       ;827,000;38;TEC     ;SOL     ;17;105;SANTIAGO        ;0;300,000;0;0;1;8;0;1;39;NO;NO PAGA
1,227;M       ;1,200,000;36;UNV     ;CAS     ;90;89;SANTIAGO        ;0;0;0;1,000,000;0;0;1,018;0;60;NO;NO PAGA
1,228;M       ;700,000;40;UNV     ;CAS     ;31;119;SANTIAGO        ;0;163,850;0;2,311,278;1,240;0;3,763;1;16;NO;PAGA
1,229;F       ;51,100;61;TEC     ;SOL     ;90;86;SANTIAGO        ;0;2,668,413;0;0;0;0;2,986;0;80;SI;NO PAGA
1,230;M       ;900,000;55;TEC     ;CAS     ;120;113;SANTIAGO        ;0;971,179;0;0;1,283;54;17,741;1;33;NO;PAGA
1,231;F       ;8,400,000;33;TEC     ;VIU     ;90;89;SANTIAGO        ;0;387,585;0;0;0;38;0;0;24;NO;NO PAGA
1,232;M       ;500,000;44;MED     ;CAS     ;53;103;SANTIAGO        ;0;499,979;0;0;1,023;12;524;1;10;NO;NO PAGA
1,233;F       ;7,800,000;34;TEC     ;SOL     ;67;193;CHILLAN         ;1,082,329;202,358;0;2,985,981;4,910;0;30,347;1;6;NO;NO PAGA
1,234;M       ;2,038,000;51;TEC     ;CAS     ;138;1;ARICA           ;0;1,041,666;0;0;20;11;5,737;2;80;NO;PAGA
1,235;M       ;7,600,000;42;UNV     ;SEP     ;90;88;SANTIAGO        ;2,245,124;0;0;0;2,993;0;2;2;28;NO;PAGA
1,236;M       ;5,000,000;43;UNV     ;CAS     ;138;88;SANTIAGO        ;546,682;390,947;0;0;760;0;0;1;17;NO;PAGA
1,237;M       ;1,400,000;46;MED     ;CAS     ;138;1;ARICA           ;0;0;18,842,526;0;1,132;0;30,337;2;59;NO;PAGA
1,238;F       ;570,000;42;TEC     ;SOL     ;13;16;ANTOFAGASTA     ;0;0;0;0;710;30;407;1;16;NO;NO PAGA
1,239;M       ;2,131,000;43;MED     ;CAS     ;82;85;SANTIAGO        ;532,534;142,960;0;220,237;626;0;88;1;80;SI;PAGA
1,240;M       ;486,000;49;UNV     ;CAS     ;138;1;ARICA           ;0;421,169;0;250,000;469;0;255;3;15;NO;PAGA
1,241;F       ;600,000;49;TEC     ;CAS     ;25;88;SANTIAGO        ;0;0;0;0;111;0;0;1;23;NO;NO PAGA
1,242;F       ;8,000,000;37;TEC     ;VIU     ;125;89;SANTIAGO        ;0;793,004;0;20,399;271;7;394;1;22;NO;NO PAGA
1,243;F       ;1,071,000;55;MED     ;CAS     ;138;1;ARICA           ;0;484,002;0;167,976;1,201;0;171;3;42;NO;PAGA
1,244;M       ;873,000;51;MED     ;CAS     ;90;86;SANTIAGO        ;0;377,597;0;0;80;4;0;2;40;NO;NO PAGA
1,245;M       ;75,000;45;UNV     ;CAS     ;55;90;SANTIAGO        ;0;241,622;0;900,000;8;0;8,486;1;24;NO;PAGA
1,246;M       ;624,000;32;UNV     ;SOL     ;17;88;SANTIAGO        ;0;330,643;0;0;223;23;2;2;22;NO;NO PAGA
1,247;M       ;1,316,000;37;UNV     ;CAS     ;82;115;SANTIAGO        ;0;650,000;0;0;732;0;0;1;59;NO;NO PAGA
1,248;M       ;55,000;45;UNV     ;CAS     ;90;88;SANTIAGO        ;0;607,749;0;2,335,044;264;0;416;1;80;NO;PAGA
1,249;M       ;6,640,000;42;UNV     ;CAS     ;102;90;SANTIAGO        ;0;800,000;0;0;0;0;0;1;32;NO;PAGA
1,250;F       ;450,000;47;MED     ;CAS     ;37;80;SANTIAGO        ;0;300,000;0;37,173;0;0;38;1;15;NO;PAGA
1,251;F       ;500,000;54;TEC     ;CAS     ;122;516;LLO-LLEO        ;0;0;0;0;0;1;0;0;20;NO;NO PAGA
1,252;F       ;1,942,000;52;MED     ;CAS     ;43;70;QUILPUE         ;0;1,250,000;0;0;4,232;0;0;1;75;NO;NO PAGA
1,253;M       ;490,000;49;UNV     ;SOL     ;90;90;SANTIAGO        ;0;0;5,423,403;0;0;0;5,722;1;20;NO;PAGA
1,254;F       ;800,000;41;UNV     ;SOL     ;138;1;ARICA           ;0;31,933;0;1,000,000;865;0;1,018;2;32;NO;PAGA
1,255;F       ;700,000;48;MED     ;SOL     ;60;291;PUERTO MONTT    ;0;300,000;0;0;0;12;0;0;25;NO;NO PAGA
1,256;F       ;450,000;30;TEC     ;CAS     ;27;226;CONCEPCION      ;0;23,957;0;323,840;910;0;348;2;9;NO;PAGA
1,257;M       ;680,000;29;MED     ;SOL     ;153;298;LLANQUIHUE      ;0;1,150,000;0;235,251;0;0;269;0;16;NO;NO PAGA
1,258;F       ;1,400,000;58;        ;CAS     ;45;93;SANTIAGO        ;0;584,836;0;0;458;0;0;1;65;SI;NO PAGA
1,259;F       ;5,450,000;52;MED     ;CAS     ;39;84;SANTIAGO        ;0;650,000;0;0;15;0;22,804;1;80;NO;NO PAGA
1,260;F       ;8,000,000;39;TEC     ;VIU     ;31;119;SANTIAGO        ;0;300,000;0;300,000;2,399;0;307;1;27;NO;NO PAGA
1,261;F       ;4,000,000;40;MED     ;SEP     ;28;89;SANTIAGO        ;0;2,593,467;0;0;217;22;0;1;80;NO;NO PAGA
1,262;M       ;1,100,000;40;        ;CAS     ;31;119;SANTIAGO        ;1,503,159;23,674;0;2,500,000;1,937;0;2,552;1;36;SI;PAGA
1,263;M       ;750,000;55;TEC     ;SOL     ;27;226;CONCEPCION      ;0;58,908;1,882,639;479,066;169;0;2,337;1;36;NO;PAGA
1,264;F       ;72,000;37;TEC     ;SOL     ;82;81;SANTIAGO        ;0;0;0;382,037;483;19;402;1;43;SI;NO PAGA
1,265;M       ;880,000;48;UNV     ;SEP     ;138;1;ARICA           ;1,526,989;25,700;0;415,691;2,226;0;302;2;22;NO;PAGA
1,266;M       ;7,000,000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;0;368,901;0;800,000;753;3;1,861;2;22;NO;PAGA
1,267;M       ;550,000;36;UNV     ;SOL     ;12;13;CALAMA          ;0;252,234;0;644,009;0;1;261;0;20;NO;NO PAGA
1,268;M       ;820,000;54;TEC     ;SOL     ;52;93;SANTIAGO        ;0;37,518;0;700,000;665;0;714;1;35;SI;PAGA
1,269;M       ;76,300;55;UNV     ;CAS     ;31;91;SANTIAGO        ;0;379,980;0;1,060;43;19;1;1;17;NO;PAGA
1,270;M       ;697,000;35;TEC     ;CAS     ;90;100;SANTIAGO        ;0;155,979;0;63,347;21;0;2;1;27;NO;NO PAGA
1,271;M       ;9,940,000;40;UNV     ;CAS     ;55;90;SANTIAGO        ;431,366;144,569;0;438,222;1,368;0;509;3;30;NO;PAGA
1,272;M       ;9,850,000;43;UNV     ;CAS     ;131;80;SANTIAGO        ;0;512,719;0;400,000;253;0;410;1;16;NO;PAGA
1,273;M       ;8,000,000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;0;1,960,372;0;736,120;0;8;28,845;1;8;NO;PAGA
1,274;M       ;480,000;34;TEC     ;CAS     ;85;88;SANTIAGO        ;0;190,181;0;0;46;0;0;1;18;NO;NO PAGA
1,275;F       ;1,300,000;36;TEC     ;CAS     ;48;85;SANTIAGO        ;0;750,000;0;0;0;39;0;0;58;NO;NO PAGA
1,276;M       ;671,000;42;TEC     ;CAS     ;90;98;SANTIAGO        ;0;0;0;0;0;27;0;0;27;NO;NO PAGA
1,277;M       ;950,000;35;TEC     ;CAS     ;90;105;SANTIAGO        ;87,440;1,955,363;0;472,340;203;19;496;1;28;SI;NO PAGA
1,278;F       ;2,487,000;52;UNV     ;CAS     ;29;89;SANTIAGO        ;0;99,020;0;3,610,629;891;5;21,559;3;80;SI;PAGA
